"Genes","Process_name","Significant_genes_count","Total_genes_group_count","Percent_significant_genes","P-value","Padj-value"
"Cln8;","GO:0051348~negative regulation of transferase activity",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Hp;","GO:0051354~negative regulation of oxidoreductase activity",1,5,20,0.044881610440662,0.132908340441841
"Tnf;","GO:0051384~response to glucocorticoid",1,30,3.33333333333333,0.211314495174813,0.281093479544036
"Igf1;","GO:0051450~myoblast proliferation",1,5,20,0.044881610440662,0.132908340441841
"Slc12a5;","GO:0051452~intracellular pH reduction",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Slc4a1;","GO:0051453~regulation of intracellular pH",1,36,2.77777777777778,0.246760598759188,0.308838736811814
"Aqp1;","GO:0051458~corticotropin secretion",1,2,50,0.0226968899691784,0.120766874434933
"Tnf;","GO:0051533~positive regulation of NFAT protein import into nucleus",1,10,10,0.0807490818296668,0.162313810950542
"Mcub;","GO:0051560~mitochondrial calcium ion homeostasis",1,13,7.69230769230769,0.10162349771615,0.181210358830769
"Ctsf;","GO:0051603~proteolysis involved in cellular protein catabolic process",1,58,1.72413793103448,0.36370263036397,0.407527159022691
"Serpinh1;","GO:0051604~protein maturation",1,19,5.26315789473684,0.141969078480701,0.219006562927592
"Ifitm2; Rsad2;","GO:0051607~defense response to virus",2,138,1.44927536231884,0.2891267603392,0.343705049626647
"Gadd45b; Gas2l1;","GO:0051726~regulation of cell cycle",2,112,1.78571428571429,0.215898179746807,0.286043109562142
"Tnf;","GO:0051798~positive regulation of hair follicle development",1,7,14.2857142857143,0.0593925702484068,0.146276255933576
"Dmpk;","GO:0051823~regulation of synapse structural plasticity",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Gas6; Igf1; Tnf;","GO:0051897~positive regulation of protein kinase B signaling",3,85,3.52941176470588,0.0298036460772098,0.12498912959955
"Cavin3;","GO:0051898~negative regulation of protein kinase B signaling",1,41,2.4390243902439,0.275085946117286,0.332576569121141
"Alox12;","GO:0051901~positive regulation of mitochondrial depolarization",1,11,9.09090909090909,0.0877602473306471,0.168249414439295
"Ank2; Igf1; P2rx1;","GO:0051924~regulation of calcium ion transport",3,35,8.57142857142857,0.00301827477877481,0.0839408421668228
"Ank2; Mylk;","GO:0051928~positive regulation of calcium ion transport",2,30,6.66666666666667,0.0246705634835828,0.12498912959955
"Cln8;","GO:0051935~glutamate reuptake",1,2,50,0.0226968899691784,0.120766874434933
"Kalrn;","GO:0051966~regulation of synaptic transmission, glutamatergic",1,25,4,0.180513002792551,0.253329249335104
"Epas1; Hmox1; Slc40a1; Trf;","GO:0055072~iron ion homeostasis",4,42,9.52380952380952,0.000414350418525888,0.051080023435928
"Slc12a5; Slc5a11;","GO:0055085~transmembrane transport",2,355,0.563380281690141,0.758884269452607,0.775246250621503
"Nr1h3;","GO:0055088~lipid homeostasis",1,24,4.16666666666667,0.174210690959664,0.248337589548519
"Nr1h3;","GO:0055092~sterol homeostasis",1,4,25,0.0375428967404717,0.128368323906424
"Alox12; Hmox1; Hpgd; Idh1; Ptgs1; Srxn1;","GO:0055114~oxidation-reduction process",6,658,0.911854103343465,0.395063223250026,0.436279586164013
"Ank2;","GO:0055117~regulation of cardiac muscle contraction",1,16,6.25,0.122026637274517,0.200027189601556
"Tifab;","GO:0060021~palate development",1,86,1.16279069767442,0.486786837296511,0.52080957323659
"Lrp5;","GO:0060033~anatomical structure regression",1,5,20,0.044881610440662,0.132908340441841
"Cln8;","GO:0060041~retina development in camera-type eye",1,72,1.38888888888889,0.428529518623579,0.465487850469935
"Lrp5;","GO:0060042~retina morphogenesis in camera-type eye",1,14,7.14285714285714,0.108476380987898,0.189357893127998
"Ank2;","GO:0060048~cardiac muscle contraction",1,49,2.04081632653061,0.318220014356076,0.368601762845513
"Cln8;","GO:0060052~neurofilament cytoskeleton organization",1,10,10,0.0807490818296668,0.162313810950542
"Lrp5;","GO:0060070~canonical Wnt signaling pathway",1,86,1.16279069767442,0.486786837296511,0.52080957323659
"Kalrn;","GO:0060125~negative regulation of growth hormone secretion",1,4,25,0.0375428967404717,0.128368323906424
"Kalrn;","GO:0060137~maternal process involved in parturition",1,4,25,0.0375428967404717,0.128368323906424
"Igf1;","GO:0060283~negative regulation of oocyte development",1,1,100,0.015188742610548,0.120766874434933
"Snta1;","GO:0060307~regulation of ventricular cardiac muscle cell membrane repolarization",1,13,7.69230769230769,0.10162349771615,0.181210358830769
"Col1a1;","GO:0060325~face morphogenesis",1,39,2.56410256410256,0.263885154240616,0.322959075608133
"Ccl6;","GO:0060326~cell chemotaxis",1,58,1.72413793103448,0.36370263036397,0.407527159022691
"Slc40a1;","GO:0060345~spleen trabecula formation",1,1,100,0.015188742610548,0.120766874434933
"Col1a1;","GO:0060346~bone trabecula formation",1,9,11.1111111111111,0.0736843521720593,0.156323945439657
"Lrp5;","GO:0060348~bone development",1,52,1.92307692307692,0.333729012913988,0.381240376405761
"Lrp5;","GO:0060349~bone morphogenesis",1,34,2.94117647058824,0.235124805812759,0.299550808941992
"Col1a1;","GO:0060351~cartilage development involved in endochondral bone morphogenesis",1,9,11.1111111111111,0.0736843521720593,0.156323945439657
"Trf;","GO:0060395~SMAD protein signal transduction",1,75,1.33333333333333,0.441542646418123,0.477537970854384
"Mylk;","GO:0060414~aorta smooth muscle tissue morphogenesis",1,5,20,0.044881610440662,0.132908340441841
"Igf1;","GO:0060426~lung vasculature development",1,9,11.1111111111111,0.0736843521720593,0.156323945439657
"Lrp5;","GO:0060444~branching involved in mammary gland duct morphogenesis",1,14,7.14285714285714,0.108476380987898,0.189357893127998
"Igf1;","GO:0060463~lung lobe morphogenesis",1,8,12.5,0.0665656515907663,0.150683519637438
"Igf1;","GO:0060509~Type I pneumocyte differentiation",1,7,14.2857142857143,0.0593925702484068,0.146276255933576
"Igf1;","GO:0060510~Type II pneumocyte differentiation",1,7,14.2857142857143,0.0593925702484068,0.146276255933576
"Igf1;","GO:0060527~prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis",1,7,14.2857142857143,0.0593925702484068,0.146276255933576
"Tnf;","GO:0060557~positive regulation of vitamin D biosynthetic process",1,2,50,0.0226968899691784,0.120766874434933
"Tnf;","GO:0060559~positive regulation of calcidiol 1-monooxygenase activity",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Slc40a1;","GO:0060586~multicellular organismal iron ion homeostasis",1,12,8.33333333333333,0.0947182523945602,0.175829591665275
"Lrp5;","GO:0060603~mammary gland duct morphogenesis",1,8,12.5,0.0665656515907663,0.150683519637438
"Lrp5;","GO:0060612~adipose tissue development",1,32,3.125,0.223310346888766,0.290070228660996
"Tnf;","GO:0060664~epithelial cell proliferation involved in salivary gland morphogenesis",1,7,14.2857142857143,0.0593925702484068,0.146276255933576
"Tnf;","GO:0060693~regulation of branching involved in salivary gland morphogenesis",1,4,25,0.0375428967404717,0.128368323906424
"Idh1;","GO:0060696~regulation of phospholipid catabolic process",1,1,100,0.015188742610548,0.120766874434933
"Nfe2;","GO:0060716~labyrinthine layer blood vessel development",1,26,3.84615384615385,0.186767498684174,0.258461281211062
"Htra1;","GO:0060718~chorionic trophoblast cell differentiation",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Ppp1r15a;","GO:0060734~regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation",1,2,50,0.0226968899691784,0.120766874434933
"Igf1;","GO:0060736~prostate gland growth",1,10,10,0.0807490818296668,0.162313810950542
"Igf1;","GO:0060740~prostate gland epithelium morphogenesis",1,12,8.33333333333333,0.0947182523945602,0.175829591665275
"Igf1;","GO:0060741~prostate gland stromal morphogenesis",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Lrp5;","GO:0060764~cell-cell signaling involved in mammary gland development",1,2,50,0.0226968899691784,0.120766874434933
"Igf1;","GO:0060766~negative regulation of androgen receptor signaling pathway",1,13,7.69230769230769,0.10162349771615,0.181210358830769
"Lrp5;","GO:0060828~regulation of canonical Wnt signaling pathway",1,24,4.16666666666667,0.174210690959664,0.248337589548519
"Slc12a5;","GO:0060996~dendritic spine development",1,18,5.55555555555556,0.135372143594329,0.211452563385177
"Kalrn;","GO:0060999~positive regulation of dendritic spine development",1,34,2.94117647058824,0.235124805812759,0.299550808941992
"Kalrn;","GO:0061003~positive regulation of dendritic spine morphogenesis",1,24,4.16666666666667,0.174210690959664,0.248337589548519
"Mtss1l;","GO:0061024~membrane organization",1,20,5,0.148515975665103,0.224921454774395
"Tnfrsf12a;","GO:0061041~regulation of wound healing",1,4,25,0.0375428967404717,0.128368323906424
"Tnf;","GO:0061048~negative regulation of branching involved in lung morphogenesis",1,1,100,0.015188742610548,0.120766874434933
"Igf1;","GO:0061051~positive regulation of cell growth involved in cardiac muscle cell development",1,12,8.33333333333333,0.0947182523945602,0.175829591665275
"Csf1r; Gas6;","GO:0061098~positive regulation of protein tyrosine kinase activity",2,20,10,0.0120740033712359,0.120766874434933
"Lrp5;","GO:0061178~regulation of insulin secretion involved in cellular response to glucose stimulus",1,24,4.16666666666667,0.174210690959664,0.248337589548519
"Lrp5; Rhoj;","GO:0061299~retina vasculature morphogenesis in camera-type eye",2,8,25,0.00249734635926224,0.0752987765898767
"Lrp5;","GO:0061304~retinal blood vessel morphogenesis",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Kalrn;","GO:0061368~behavioral response to formalin induced pain",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Alox12;","GO:0061436~establishment of skin barrier",1,21,4.76190476190476,0.155013212441001,0.230895428710772
"Ttc21a;","GO:0061512~protein localization to cilium",1,21,4.76190476190476,0.155013212441001,0.230895428710772
"Rtn2;","GO:0065002~intracellular protein transmembrane transport",1,4,25,0.0375428967404717,0.128368323906424
"Ccl6; Ccl9; Cxcl2; Ppbp;","GO:0070098~chemokine-mediated signaling pathway",4,44,9.09090909090909,0.000488254375615726,0.051080023435928
"Polg2;","GO:0070150~mitochondrial glycyl-tRNA aminoacylation",1,2,50,0.0226968899691784,0.120766874434933
"Gas6;","GO:0070168~negative regulation of biomineral tissue development",1,2,50,0.0226968899691784,0.120766874434933
"Col1a1;","GO:0070208~protein heterotrimerization",1,19,5.26315789473684,0.141969078480701,0.219006562927592
"Ppp1r15a;","GO:0070262~peptidyl-serine dephosphorylation",1,8,12.5,0.0665656515907663,0.150683519637438
"Aqp1;","GO:0070295~renal water absorption",1,4,25,0.0375428967404717,0.128368323906424
"Aqp1;","GO:0070301~cellular response to hydrogen peroxide",1,44,2.27272727272727,0.29157023343956,0.344993864562673
"Nr1h3;","GO:0070328~triglyceride homeostasis",1,27,3.7037037037037,0.192974539273191,0.263749542001133
"Ceacam2;","GO:0070348~negative regulation of brown fat cell proliferation",1,1,100,0.015188742610548,0.120766874434933
"Igf1; Trf;","GO:0070371~ERK1 and ERK2 cascade",2,28,7.14285714285714,0.0218516504577204,0.120766874434933
"Igf1;","GO:0070373~negative regulation of ERK1 and ERK2 cascade",1,63,1.58730158730159,0.387653853695113,0.429527376867079
"Cavin3; Ccl6; Ccl9; Csf1r; Gas6;","GO:0070374~positive regulation of ERK1 and ERK2 cascade",5,189,2.64550264550265,0.0166714948462553,0.120766874434933
"Trf;","GO:0070447~positive regulation of oligodendrocyte progenitor proliferation",1,4,25,0.0375428967404717,0.128368323906424
"Ldlr;","GO:0070508~cholesterol import",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Itga2b; Myl9;","GO:0070527~platelet aggregation",2,39,5.12820512820513,0.039015690761389,0.132908340441841
"Polg2;","GO:0070584~mitochondrion morphogenesis",1,23,4.34782608695652,0.167860199822605,0.243470697993428
"Gas6;","GO:0070588~calcium ion transmembrane transport",1,89,1.12359550561798,0.498480722752843,0.532176308089141
"Star;","GO:0070859~positive regulation of bile acid biosynthetic process",1,4,25,0.0375428967404717,0.128368323906424
"Igf1;","GO:0070886~positive regulation of calcineurin-NFAT signaling cascade",1,10,10,0.0807490818296668,0.162313810950542
"Ank2; Ppp1r15a;","GO:0070972~protein localization to endoplasmic reticulum",2,6,33.3333333333333,0.00156956997449442,0.0743677202200929
"Cxcl2;","GO:0070997~neuron death",1,13,7.69230769230769,0.10162349771615,0.181210358830769
"Idh1;","GO:0071071~regulation of phospholipid biosynthetic process",1,1,100,0.015188742610548,0.120766874434933
"Nr1h3; Tnf;","GO:0071222~cellular response to lipopolysaccharide",2,181,1.10497237569061,0.407538602562232,0.448562953041395
"Col1a1; Tnf;","GO:0071230~cellular response to amino acid stimulus",2,139,1.43884892086331,0.291944556745498,0.344993864562673
"Aqp1;","GO:0071241~cellular response to inorganic substance",1,49,2.04081632653061,0.318220014356076,0.368601762845513
"Hmox1;","GO:0071243~cellular response to arsenic-containing substance",1,8,12.5,0.0665656515907663,0.150683519637438
"Aqp1; Col1a1;","GO:0071260~cellular response to mechanical stimulus",2,61,3.27868852459016,0.0834617109281153,0.166088804746949
"Hmox1;","GO:0071276~cellular response to cadmium ion",1,19,5.26315789473684,0.141969078480701,0.219006562927592
"Mylk;","GO:0071277~cellular response to calcium ion",1,47,2.12765957446809,0.307681841738858,0.358481771112603
"Aqp1;","GO:0071280~cellular response to copper ion",1,9,11.1111111111111,0.0736843521720593,0.156323945439657
"Trf;","GO:0071281~cellular response to iron ion",1,7,14.2857142857143,0.0593925702484068,0.146276255933576
"Aqp1;","GO:0071288~cellular response to mercury ion",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Aqp1;","GO:0071300~cellular response to retinoic acid",1,44,2.27272727272727,0.29157023343956,0.344993864562673
"Gas6;","GO:0071307~cellular response to vitamin K",1,2,50,0.0226968899691784,0.120766874434933
"Cd68;","GO:0071310~cellular response to organic substance",1,37,2.7027027027027,0.252512336460656,0.312888885153615
"Tnf;","GO:0071316~cellular response to nicotine",1,5,20,0.044881610440662,0.132908340441841
"Aqp1;","GO:0071320~cellular response to cAMP",1,34,2.94117647058824,0.235124805812759,0.299550808941992
"Gas6; Igf1;","GO:0071333~cellular response to glucose stimulus",2,43,4.65116279069767,0.0461881795730925,0.135968161761027
"Csf1r;","GO:0071345~cellular response to cytokine stimulus",1,32,3.125,0.223310346888766,0.290070228660996
"Ccl6; Ccl9;","GO:0071346~cellular response to interferon-gamma",2,54,3.7037037037037,0.0680883948547366,0.15327591149426
"Ccl6; Ccl9;","GO:0071347~cellular response to interleukin-1",2,53,3.77358490566038,0.0659772214246148,0.150683519637438
"Ccl6; Ccl9;","GO:0071356~cellular response to tumor necrosis factor",2,76,2.63157894736842,0.119378959778238,0.200027189601556
"Gas6;","GO:0071363~cellular response to growth factor stimulus",1,50,2,0.323429147570616,0.372467594713846
"Ldlr;","GO:0071398~cellular response to fatty acid",1,10,10,0.0807490818296668,0.162313810950542
"Fcer1g; Ldlr;","GO:0071404~cellular response to low-density lipoprotein particle stimulus",2,10,20,0.00362626131884813,0.0888602162982313
"Tnf;","GO:0071407~cellular response to organic cyclic compound",1,54,1.85185185185185,0.343872990665619,0.391032715099761
"Aqp1; Epas1;","GO:0071456~cellular response to hypoxia",2,64,3.125,0.0903450698624909,0.172871816371497
"Aqp1;","GO:0071472~cellular response to salt stress",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Aqp1;","GO:0071474~cellular hyperosmotic response",1,4,25,0.0375428967404717,0.128368323906424
"Mylk;","GO:0071476~cellular hypotonic response",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Aqp1;","GO:0071549~cellular response to dexamethasone stimulus",1,21,4.76190476190476,0.155013212441001,0.230895428710772
"Cald1;","GO:0071559~response to transforming growth factor beta",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Tifab;","GO:0071626~mastication",1,2,50,0.0226968899691784,0.120766874434933
"Aqp1;","GO:0071732~cellular response to nitric oxide",1,11,9.09090909090909,0.0877602473306471,0.168249414439295
"Tnf;","GO:0071803~positive regulation of podosome assembly",1,14,7.14285714285714,0.108476380987898,0.189357893127998
"Lrp5;","GO:0071901~negative regulation of protein serine/threonine kinase activity",1,8,12.5,0.0665656515907663,0.150683519637438
"Csf1r; Igf1;","GO:0071902~positive regulation of protein serine/threonine kinase activity",2,29,6.89655172413793,0.0232433363318837,0.123016593884172
"Parvb;","GO:0071963~establishment or maintenance of cell polarity regulating cell shape",1,1,100,0.015188742610548,0.120766874434933
"Aqp1;","GO:0072220~metanephric descending thin limb development",1,1,100,0.015188742610548,0.120766874434933
"Aqp1;","GO:0072230~metanephric proximal straight tubule development",1,1,100,0.015188742610548,0.120766874434933
"Aqp1;","GO:0072232~metanephric proximal convoluted tubule segment 2 development",1,1,100,0.015188742610548,0.120766874434933
"Aqp1;","GO:0072239~metanephric glomerulus vasculature development",1,2,50,0.0226968899691784,0.120766874434933
"Aqp1;","GO:0072488~ammonium transmembrane transport",1,4,25,0.0375428967404717,0.128368323906424
"Tnf;","GO:0072577~endothelial cell apoptotic process",1,4,25,0.0375428967404717,0.128368323906424
"Ank2; Fcer1g;","GO:0072659~protein localization to plasma membrane",2,70,2.85714285714286,0.104582789542446,0.185821206419167
"Ank2; Gas6;","GO:0072661~protein targeting to plasma membrane",2,25,8,0.0178961096105364,0.120766874434933
"Hmox1;","GO:0072719~cellular response to cisplatin",1,4,25,0.0375428967404717,0.128368323906424
"Aqp1;","GO:0085018~maintenance of symbiont-containing vacuole by host",1,1,100,0.015188742610548,0.120766874434933
"Ank2;","GO:0086004~regulation of cardiac muscle cell contraction",1,16,6.25,0.122026637274517,0.200027189601556
"Snta1;","GO:0086005~ventricular cardiac muscle cell action potential",1,13,7.69230769230769,0.10162349771615,0.181210358830769
"Ank2;","GO:0086014~atrial cardiac muscle cell action potential",1,7,14.2857142857143,0.0593925702484068,0.146276255933576
"Ank2;","GO:0086015~SA node cell action potential",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Ank2;","GO:0086036~regulation of cardiac muscle cell membrane potential",1,9,11.1111111111111,0.0736843521720593,0.156323945439657
"Ank2;","GO:0086066~atrial cardiac muscle cell to AV node cell communication",1,1,100,0.015188742610548,0.120766874434933
"Ank2;","GO:0086070~SA node cell to atrial cardiac muscle cell communication",1,1,100,0.015188742610548,0.120766874434933
"Ank2;","GO:0086091~regulation of heart rate by cardiac conduction",1,32,3.125,0.223310346888766,0.290070228660996
"Tnf;","GO:0090002~establishment of protein localization to plasma membrane",1,41,2.4390243902439,0.275085946117286,0.332576569121141
"Cxcl2; Ppbp;","GO:0090023~positive regulation of neutrophil chemotaxis",2,28,7.14285714285714,0.0218516504577204,0.120766874434933
"Igf1;","GO:0090031~positive regulation of steroid hormone biosynthetic process",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Tifab;","GO:0090102~cochlea development",1,24,4.16666666666667,0.174210690959664,0.248337589548519
"Tifab;","GO:0090103~cochlea morphogenesis",1,25,4,0.180513002792551,0.253329249335104
"Ldlr;","GO:0090118~receptor-mediated endocytosis involved in cholesterol transport",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Plk3;","GO:0090166~Golgi disassembly",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Nr1h3;","GO:0090188~negative regulation of pancreatic juice secretion",1,5,20,0.044881610440662,0.132908340441841
"Csf1r;","GO:0090197~positive regulation of chemokine secretion",1,10,10,0.0807490818296668,0.162313810950542
"Igf1;","GO:0090201~negative regulation of release of cytochrome c from mitochondria",1,18,5.55555555555556,0.135372143594329,0.211452563385177
"Ndrg1;","GO:0090232~positive regulation of spindle checkpoint",1,1,100,0.015188742610548,0.120766874434933
"Col1a1;","GO:0090263~positive regulation of canonical Wnt signaling pathway",1,74,1.35135135135135,0.437238003647081,0.473396968040093
"Mylk;","GO:0090303~positive regulation of wound healing",1,15,6.66666666666667,0.115277296922422,0.194408322775949
"Plk3;","GO:0090316~positive regulation of intracellular protein transport",1,24,4.16666666666667,0.174210690959664,0.248337589548519
"Alox12;","GO:0090331~negative regulation of platelet aggregation",1,12,8.33333333333333,0.0947182523945602,0.175829591665275
"Metrnl;","GO:0090336~positive regulation of brown fat cell differentiation",1,7,14.2857142857143,0.0593925702484068,0.146276255933576
"Nr1h3;","GO:0090341~negative regulation of secretion of lysosomal enzymes",1,1,100,0.015188742610548,0.120766874434933
"Gas2l1;","GO:0097067~cellular response to thyroid hormone stimulus",1,8,12.5,0.0665656515907663,0.150683519637438
"Hpgd;","GO:0097070~ductus arteriosus closure",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Tifab;","GO:0097094~craniofacial suture morphogenesis",1,8,12.5,0.0665656515907663,0.150683519637438
"Mtss1l;","GO:0097178~ruffle assembly",1,9,11.1111111111111,0.0736843521720593,0.156323945439657
"Tnf;","GO:0097190~apoptotic signaling pathway",1,57,1.75438596491228,0.358801789261557,0.404373090299557
"Tnf; Tnfrsf12a;","GO:0097191~extrinsic apoptotic signaling pathway",2,41,4.8780487804878,0.0425447089654633,0.132908340441841
"Igf1;","GO:0097192~extrinsic apoptotic signaling pathway in absence of ligand",1,39,2.56410256410256,0.263885154240616,0.322959075608133
"Gas6;","GO:0097241~hematopoietic stem cell migration to bone marrow",1,1,100,0.015188742610548,0.120766874434933
"Hmox1;","GO:0097421~liver regeneration",1,10,10,0.0807490818296668,0.162313810950542
"Tnf;","GO:0097527~necroptotic signaling pathway",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Mtss1l;","GO:0097581~lamellipodium organization",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Alox12;","GO:0097755~positive regulation of blood vessel diameter",1,37,2.7027027027027,0.252512336460656,0.312888885153615
"Tifab;","GO:0098583~learned vocalization behavior",1,2,50,0.0226968899691784,0.120766874434933
"P2rx1;","GO:0098655~cation transmembrane transport",1,16,6.25,0.122026637274517,0.200027189601556
"Trf;","GO:0098707~ferrous iron import across plasma membrane",1,2,50,0.0226968899691784,0.120766874434933
"Kalrn;","GO:0098885~modification of postsynaptic actin cytoskeleton",1,2,50,0.0226968899691784,0.120766874434933
"Ank2;","GO:0098904~regulation of AV node cell action potential",1,4,25,0.0375428967404717,0.128368323906424
"Ank2;","GO:0098907~regulation of SA node cell action potential",1,2,50,0.0226968899691784,0.120766874434933
"Ank2;","GO:0098910~regulation of atrial cardiac muscle cell action potential",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Kalrn;","GO:0098989~NMDA selective glutamate receptor signaling pathway",1,4,25,0.0375428967404717,0.128368323906424
"Kalrn;","GO:0099645~neurotransmitter receptor localization to postsynaptic specialization membrane",1,1,100,0.015188742610548,0.120766874434933
"Gas6;","GO:1900142~negative regulation of oligodendrocyte apoptotic process",1,1,100,0.015188742610548,0.120766874434933
"Gas6;","GO:1900165~negative regulation of interleukin-6 secretion",1,9,11.1111111111111,0.0736843521720593,0.156323945439657
"Kalrn;","GO:1900273~positive regulation of long-term synaptic potentiation",1,20,5,0.148515975665103,0.224921454774395
"Gadd45b;","GO:1900745~positive regulation of p38MAPK cascade",1,19,5.26315789473684,0.141969078480701,0.219006562927592
"Cavin3;","GO:1901003~negative regulation of fermentation",1,1,100,0.015188742610548,0.120766874434933
"Ank2;","GO:1901018~positive regulation of potassium ion transmembrane transporter activity",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Ank2;","GO:1901019~regulation of calcium ion transmembrane transporter activity",1,2,50,0.0226968899691784,0.120766874434933
"Ank2;","GO:1901021~positive regulation of calcium ion transmembrane transporter activity",1,1,100,0.015188742610548,0.120766874434933
"Tifab;","GO:1901078~negative regulation of relaxation of muscle",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Smcr8;","GO:1901098~positive regulation of autophagosome maturation",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Igf1;","GO:1901215~negative regulation of neuron death",1,61,1.63934426229508,0.378182846201865,0.421379543080465
"Tnf;","GO:1901224~positive regulation of NIK/NF-kappaB signaling",1,26,3.84615384615385,0.186767498684174,0.258461281211062
"S100a1;","GO:1901387~positive regulation of voltage-gated calcium channel activity",1,5,20,0.044881610440662,0.132908340441841
"Tnf;","GO:1901671~positive regulation of superoxide dismutase activity",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Hmox1;","GO:1902042~negative regulation of extrinsic apoptotic signaling pathway via death domain receptors",1,27,3.7037037037037,0.192974539273191,0.263749542001133
"Snta1;","GO:1902083~negative regulation of peptidyl-cysteine S-nitrosylation",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Lrp5;","GO:1902262~apoptotic process involved in blood vessel morphogenesis",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Snta1;","GO:1902305~regulation of sodium ion transmembrane transport",1,7,14.2857142857143,0.0593925702484068,0.146276255933576
"Ppp1r15a;","GO:1902310~positive regulation of peptidyl-serine dephosphorylation",1,2,50,0.0226968899691784,0.120766874434933
"Slc12a5;","GO:1902476~chloride transmembrane transport",1,42,2.38095238095238,0.280622642239988,0.338038170737031
"Smcr8;","GO:1902902~negative regulation of autophagosome assembly",1,11,9.09090909090909,0.0877602473306471,0.168249414439295
"Kalrn;","GO:1903076~regulation of protein localization to plasma membrane",1,7,14.2857142857143,0.0593925702484068,0.146276255933576
"Tnf;","GO:1903140~regulation of establishment of endothelial barrier",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Epas1;","GO:1903181~positive regulation of dopamine biosynthetic process",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Tnf;","GO:1903347~negative regulation of bicellular tight junction assembly",1,4,25,0.0375428967404717,0.128368323906424
"Smcr8;","GO:1903432~regulation of TORC1 signaling",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Ppp1r15a;","GO:1903573~negative regulation of response to endoplasmic reticulum stress",1,2,50,0.0226968899691784,0.120766874434933
"Ppp1r15a;","GO:1903912~negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation",1,5,20,0.044881610440662,0.132908340441841
"Ppp1r15a;","GO:1903917~positive regulation of endoplasmic reticulum stress-induced eIF2 alpha dephosphorylation",1,1,100,0.015188742610548,0.120766874434933
"Slc40a1;","GO:1903988~ferrous iron export across plasma membrane",1,1,100,0.015188742610548,0.120766874434933
"Hmox1;","GO:1904036~negative regulation of epithelial cell apoptotic process",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Igf1;","GO:1904075~positive regulation of trophectodermal cell proliferation",1,1,100,0.015188742610548,0.120766874434933
"Dnajb13;","GO:1904158~axonemal central apparatus assembly",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Igf1;","GO:1904193~negative regulation of cholangiocyte apoptotic process",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Lrp5;","GO:1904395~positive regulation of skeletal muscle acetylcholine-gated channel clustering",1,4,25,0.0375428967404717,0.128368323906424
"Slc5a11;","GO:1904659~glucose transmembrane transport",1,10,10,0.0807490818296668,0.162313810950542
"Hmox1;","GO:1904706~negative regulation of vascular smooth muscle cell proliferation",1,7,14.2857142857143,0.0593925702484068,0.146276255933576
"Hpgd; Tnf;","GO:1904707~positive regulation of vascular smooth muscle cell proliferation",2,16,12.5,0.00815802626370876,0.120766874434933
"Plk3;","GO:1904716~positive regulation of chaperone-mediated autophagy",1,1,100,0.015188742610548,0.120766874434933
"Tnf;","GO:1904996~positive regulation of leukocyte adhesion to vascular endothelial cell",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Tnf;","GO:1904999~positive regulation of leukocyte adhesion to arterial endothelial cell",1,1,100,0.015188742610548,0.120766874434933
"Tifab;","GO:1905747~negative regulation of saliva secretion",1,2,50,0.0226968899691784,0.120766874434933
"Tifab;","GO:1905748~hard palate morphogenesis",1,2,50,0.0226968899691784,0.120766874434933
"Igf1;","GO:1990314~cellular response to insulin-like growth factor stimulus",1,7,14.2857142857143,0.0593925702484068,0.146276255933576
